,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
18632,3022287_1,3,0.4317112813856949,Bucaramanga,familia,46.0,45_50,3,2000000.0,2_3,familia,superior_bachiller,si,si,1,Norte de Santander,54001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,CÚCUTA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-72.5080387,7.8971458",-72.5080387,7.8971458
18635,3022291_1,5,0.6776815313471413,Sincelejo,familia,18.0,15_20,1,970000.0,1_2,familia,media_bachiller,si,si,1,Sucre,70204.0,19/04/2019 0:00,22/04/2019 0:00,3.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,COLOSÓ,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.3636628711197,9.53763835",-75.3636628711197,9.53763835
18636,3022292_1,3,0.5099019513592784,Sincelejo,familia,24.0,20_25,1,810000.0,0_1,familia,superior_tecnico,si,si,1,Sucre,70001.0,19/04/2019 0:00,20/04/2019 0:00,1.0,visita,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,SINCELEJO,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935
18637,3022293_1,3,0.33262489477141555,Sincelejo,familia,63.0,60_65,2,1500000.0,1_2,familia,superior_univerisitario,si,si,1,Sucre,70400.0,5/04/2019 0:00,6/04/2019 0:00,1.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,LA UNIÓN,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.276328,8.8575452",-75.276328,8.8575452
18638,3022294_1,6,0.701179573499192,Sincelejo,familia,19.0,15_20,2,1500000.0,1_2,familia,superior_tecnico,si,si,1,Cesar,20001.0,26/04/2019 0:00,30/04/2019 0:00,4.0,visita,,publico,600000.0,,no,,si,80000.0,si,no,,no,,,,,,,,,,VALLEDUPAR,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
18645,3022300_1,2,0.03225806451612903,Cali,familia,62.0,60_65,5,5000000.0,5_,familia,superior_posgrado,si,si,1,Valle del Cauca,76377.0,19/04/2019 0:00,21/04/2019 0:00,2.0,vacaciones,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,LA CUMBRE,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.5784992086779,3.6962998",-76.5784992086779,3.6962998
18648,3022303_1,1,0.0,Medellín,hombre,46.0,45_50,2,1800000.0,2_3,casado,superior_tecnico,si,si,1,Caldas,17614.0,18/04/2019 0:00,21/04/2019 0:00,3.0,visita,,otro,200000.0,,no,,no,,si,no,,si,no,si,Parientes o amigos,5.0,5212.0,Otro,,,70000.0,RIOSUCIO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.7710303485185,5.4495362",-75.7710303485185,5.4495362
18649,3022304_1,1,0.0,Medellín,mujer,36.0,35_40,4,7000000.0,5_,soltero,superior_posgrado,si,si,1,Bolívar,13001.0,17/04/2019 0:00,21/04/2019 0:00,4.0,vacaciones,,aereo,5000000.0,,no,,si,200000.0,si,no,,si,no,si,Vacaciones,5.0,5321.0,Terrestre particular,100000.0,,200000.0,CARTAGENA DE INDIAS,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
18650,3022305_1,4,0.7120550115848118,Medellín,familia,25.0,25_30,2,2000000.0,2_3,familia,media,si,si,1,Antioquia,5667.0,17/04/2019 0:00,19/04/2019 0:00,2.0,visita,,particular,50000.0,,no,,no,,no,no,,no,,,,,,,,,,SAN RAFAEL,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.0141250749135,6.30743165",-75.0141250749135,6.30743165
18651,3022306_1,1,0.0,Tunja,hombre,20.0,20_25,3,500000.0,0_1,soltero,superior_bachiller,si,si,1,"Bogotá, D.C.",11001.0,27/04/2019 0:00,28/04/2019 0:00,1.0,visita,,publico,65000.0,,no,,si,5000.0,no,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
18660,3022315_1,3,0.022097086912079608,Manizales,familia,21.0,20_25,6,4500000.0,5_,familia,superior_bachiller,si,si,1,Santander,68001.0,22/04/2019 0:00,30/04/2019 0:00,8.0,educacion,,particular,700000.0,,si,320000.0,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-73.1172869,7.1114611",-73.1172869,7.1114611
18662,3022324_1,1,0.0,Florencia,hombre,51.0,50_55,3,0.0,no_reporta,separado,superior_univerisitario,si,si,1,Huila,41001.0,22/04/2019 0:00,28/04/2019 0:00,6.0,salud,,publico,480000.0,,no,,si,60000.0,si,no,,no,,,,,,,,,,NEIVA,"11.2555757,43.7698712",11.2555757,43.7698712,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673
18669,3022349_1,7,0.6968027055521229,Santa Marta,familia,37.0,35_40,4,0.0,no_reporta,familia,superior_univerisitario,si,si,1,Santander,68001.0,17/04/2019 0:00,21/04/2019 0:00,4.0,visita,,particular,2000000.0,,no,,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-73.1172869,7.1114611",-73.1172869,7.1114611
18676,3022365_1,1,0.0,Villavicencio,hombre,15.0,15_20,2,600000.0,0_1,soltero,secundaria,si,si,1,Meta,50568.0,14/04/2019 0:00,23/04/2019 0:00,9.0,visita,,publico,140000.0,,no,,no,,si,no,,no,,,,,,,,,,PUERTO GAITÁN,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-72.0829509,4.3120724",-72.0829509,4.3120724
18678,3022367_1,3,0.7071067811865476,Villavicencio,familia,28.0,25_30,2,5000000.0,5_,familia,superior_univerisitario,si,si,1,Meta,50689.0,8/04/2019 0:00,15/04/2019 0:00,7.0,negocios,,particular,450000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN MARTÍN,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.689108,3.6884668",-73.689108,3.6884668
18680,3022369_1,3,0.4415414450950505,Villavicencio,familia,43.0,40_45,6,20000000.0,5_,familia,superior_posgrado,si,si,6,Cesar,20001.0,20/04/2019 0:00,21/04/2019 0:00,1.0,negocios,,aereo,2110000.0,,si,120000.0,si,190000.0,si,si,900000.0,si,no,si,Vacaciones,50.0,50606.0,Terrestre particular,37400.0,,155000.0,VALLEDUPAR,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
18683,3022372_1,3,0.2844615393105697,Villavicencio,familia,50.0,50_55,6,10000000.0,5_,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,13/04/2019 0:00,14/04/2019 0:00,1.0,visita,,publico,600000.0,,no,,si,100000.0,si,no,,si,no,si,Vacaciones,25.0,25530.0,Terrestre publico,80000.0,,24000.0,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
18685,3022374_1,1,0.0,Villavicencio,mujer,47.0,45_50,6,0.0,no_reporta,casado,superior_univerisitario,si,si,1,Norte de Santander,54001.0,3/04/2019 0:00,7/04/2019 0:00,4.0,visita,,aereo,455000.0,,no,,si,15000.0,si,si,60000.0,no,,,,,,,,,,CÚCUTA,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-72.5080387,7.8971458",-72.5080387,7.8971458
18686,3022375_1,3,0.3882193783343197,Villavicencio,familia,53.0,50_55,6,8000000.0,5_,familia,superior_posgrado,si,si,1,Boyacá,15806.0,12/04/2019 0:00,16/04/2019 0:00,4.0,visita,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,TIBASOSA,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.0127908193562,5.74808125",-73.0127908193562,5.74808125
18687,3022378_1,4,0.8207031856939904,Cúcuta,familia,21.0,20_25,4,0.0,no_reporta,familia,superior_posgrado,si,si,1,Santander,68001.0,12/04/2019 0:00,14/04/2019 0:00,2.0,vacaciones,,particular,1000000.0,,no,,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-73.1172869,7.1114611",-73.1172869,7.1114611
18693,3022418_1,2,0.16981132075471694,Bucaramanga,familia,26.0,25_30,3,1500000.0,1_2,familia,superior_univerisitario,si,si,1,Santander,68167.0,17/04/2019 0:00,21/04/2019 0:00,4.0,vacaciones,,particular,810000.0,,si,300000.0,no,,si,no,,no,,,,,,,,,,CHARALÁ,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.1834347888072,6.1869866",-73.1834347888072,6.1869866
18694,3022419_1,3,0.28933293780526953,Bucaramanga,familia,56.0,55_60,3,1500000.0,1_2,familia,superior_univerisitario,si,si,1,Córdoba,23001.0,12/04/2019 0:00,22/04/2019 0:00,10.0,visita,,particular,350000.0,,no,,no,,no,no,,no,,,,,,,,,,MONTERÍA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-75.887029,8.7558921",-75.887029,8.7558921
18703,3022428_1,4,0.4749338166287117,Ibagué,familia,33.0,30_35,2,860000.0,1_2,familia,superior_tecnico,si,si,1,Antioquia,5001.0,10/04/2019 0:00,16/04/2019 0:00,6.0,negocios,,particular,450000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,MEDELLÍN,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.573553,6.2443382",-75.573553,6.2443382
18705,3022430_1,2,0.008849557522123894,Ibagué,familia,56.0,55_60,2,860000.0,1_2,familia,primaria,si,si,1,"Bogotá, D.C.",11001.0,14/04/2019 0:00,21/04/2019 0:00,7.0,visita,,publico,415000.0,,no,,si,50000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2430012,4.4446595",-75.2430012,4.4446595,",",,
18715,3022440_1,2,0.8333333333333334,Ibagué,familia,18.0,15_20,2,1200000.0,1_2,familia,superior_tecnico,si,si,1,Tolima,73483.0,15/04/2019 0:00,20/04/2019 0:00,5.0,visita,,publico,200000.0,,no,,no,,si,no,,no,,,,,,,,,,NATAGAIMA,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.1356821225056,3.53097755",-75.1356821225056,3.53097755
18724,3022467_1,4,0.7578548827602916,Barranquilla,familia,25.0,25_30,5,3000000.0,3_5,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,17/04/2019 0:00,21/04/2019 0:00,4.0,visita,,aereo,2000000.0,,no,,si,40000.0,si,si,800000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-74.8013085,10.9799669",-74.8013085,10.9799669,",",,
18734,3022514_1,3,0.4554247065269289,Cartagena,familia,16.0,15_20,2,2500000.0,3_5,familia,superior_univerisitario,si,si,1,Valle del Cauca,76001.0,15/04/2019 0:00,22/04/2019 0:00,7.0,negocios,,aereo,600000.0,,no,,si,50000.0,si,si,400000.0,no,,,,,,,,,,CALI,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-76.5324943,3.4517923",-76.5324943,3.4517923
18737,3022524_1,1,0.0,Cartagena,hombre,39.0,35_40,2,1200000.0,1_2,soltero,superior_tecnico,si,si,1,Bolívar,13442.0,19/04/2019 0:00,20/04/2019 0:00,1.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,MARÍA LA BAJA,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.3019515,9.9840479",-75.3019515,9.9840479
18738,3022528_1,6,0.7375670152879779,Cartagena,familia,21.0,20_25,3,5000000.0,5_,familia,superior_univerisitario,si,si,1,Atlántico,8001.0,18/04/2019 0:00,21/04/2019 0:00,3.0,vacaciones,,particular,500000.0,,si,200000.0,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-74.8013085,10.9799669",-74.8013085,10.9799669
18742,3022540_1,3,0.3465597676465417,Cartagena,familia,37.0,35_40,2,3000000.0,3_5,familia,superior_tecnico,si,si,1,Atlántico,8001.0,17/04/2019 0:00,20/04/2019 0:00,3.0,visita,,publico,250000.0,,no,,si,20000.0,no,no,,no,,,,,,,,,,BARRANQUILLA,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-74.8013085,10.9799669",-74.8013085,10.9799669
18744,3022548_1,1,0.0,Tunja,hombre,28.0,25_30,2,850000.0,1_2,soltero,superior_bachiller,si,si,1,Boyacá,15600.0,18/04/2019 0:00,19/04/2019 0:00,1.0,visita,,publico,70000.0,,no,,no,,si,no,,no,,,,,,,,,,RÁQUIRA,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.6252647372199,5.49699205",-73.6252647372199,5.49699205
18747,3022565_1,1,0.0,Tunja,mujer,74.0,70_75,4,4000000.0,3_5,viudo,superior_tecnico,si,si,1,Boyacá,15469.0,17/04/2019 0:00,21/04/2019 0:00,4.0,vacaciones,,particular,50000.0,,no,,no,,no,no,,si,no,si,Vacaciones,15.0,15407.0,Terrestre particular,10000.0,,50000.0,MONIQUIRÁ,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.5440979007064,5.86870335",-73.5440979007064,5.86870335
18756,3022599_1,4,0.6066390804563285,Manizales,familia,33.0,30_35,3,2500000.0,3_5,familia,superior_tecnico,si,si,1,Caldas,17042.0,16/04/2019 0:00,23/04/2019 0:00,7.0,vacaciones,,particular,170000.0,,no,,no,,si,no,,no,,,,,,,,,,ANSERMA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.7856623,5.2337519",-75.7856623,5.2337519
18758,3022603_1,1,0.0,Manizales,hombre,19.0,15_20,4,500000.0,0_1,soltero,superior_bachiller,si,si,1,Caldas,17541.0,14/04/2019 0:00,21/04/2019 0:00,7.0,visita,,particular,60000.0,,no,,no,,si,no,,si,no,si,Negocios,5.0,5001.0,Terrestre publico,,,,PENSILVANIA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.1175706,5.3795316",-75.1175706,5.3795316
18760,3022607_1,2,0.23577235772357724,Manizales,familia,61.0,60_65,6,4300000.0,5_,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,16/04/2019 0:00,21/04/2019 0:00,5.0,visita,,particular,,,no,,no,,no_responde,no,,no,,,,,,,,,,MEDELLÍN,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.573553,6.2443382",-75.573553,6.2443382
18762,3022609_1,2,0.18796992481203006,Manizales,familia,66.0,65_70,6,4000000.0,3_5,familia,superior_posgrado,si,si,1,Risaralda,66001.0,16/04/2019 0:00,19/04/2019 0:00,3.0,visita,,particular,,,no,,no_responde,,no_responde,no,,no,,,,,,,,,,PEREIRA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6946451,4.8142912",-75.6946451,4.8142912
18764,3022613_1,2,0.2318840579710145,Manizales,familia,69.0,65_70,4,1000000.0,1_2,familia,superior_tecnico,si,si,2,Antioquia,5266.0,19/04/2019 0:00,22/04/2019 0:00,3.0,negocios,,publico,400000.0,,no,,si,80000.0,si,no,,no,,,,,,,,,,ENVIGADO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.5874132,6.1701345",-75.5874132,6.1701345
18776,3022677_1,2,0.06666666666666668,Valledupar,familia,60.0,60_65,4,4000000.0,3_5,familia,superior_univerisitario,si,si,1,Cesar,20178.0,16/04/2019 0:00,20/04/2019 0:00,4.0,visita,,particular,600000.0,,no,,no,,si,no,,no,,,,,,,,,,CHIRIGUANÁ,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-73.6016974,9.3636401",-73.6016974,9.3636401
18791,3022703_1,4,0.5403606796230527,Monteria,familia,33.0,30_35,1,800000.0,0_1,familia,media_bachiller,si,si,1,Antioquia,5665.0,16/04/2019 0:00,17/04/2019 0:00,1.0,visita,,particular,50000.0,,no,,no,,no,no,,no,,,,,,,,,,SAN PEDRO DE URABÁ,"-75.887029,8.7558921",-75.887029,8.7558921,"-76.3408013723305,8.33372075",-76.3408013723305,8.33372075
18804,3022717_1,1,0.0,Monteria,hombre,35.0,35_40,2,1500000.0,1_2,soltero,superior_bachiller,si,si,1,Sucre,70221.0,20/04/2019 0:00,21/04/2019 0:00,1.0,vacaciones,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,COVEÑAS,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
18814,3022802_1,2,0.6237623762376238,Riohacha,familia,50.0,50_55,4,2000000.0,2_3,familia,superior_posgrado,si,si,1,La Guajira,44430.0,28/04/2019 0:00,30/04/2019 0:00,2.0,vacaciones,,particular,100000.0,,no,,no,,si,no,,no,,,,,,,,,,MAICAO,"-72.9069784,11.544634",-72.9069784,11.544634,"-72.2388947,11.3779233",-72.2388947,11.3779233
18816,3022804_1,1,0.0,Riohacha,mujer,54.0,50_55,4,4000000.0,3_5,separado,superior_posgrado,si,si,1,Atlántico,8001.0,28/04/2019 0:00,30/04/2019 0:00,2.0,negocios,,particular,150000.0,,no,,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-72.9069784,11.544634",-72.9069784,11.544634,"-74.8013085,10.9799669",-74.8013085,10.9799669
18845,3022975_1,4,0.7236988021078856,Popayán,familia,20.0,20_25,3,960000.0,1_2,familia,superior_univerisitario,si,si,1,Cauca,19532.0,29/04/2019 0:00,30/04/2019 0:00,1.0,religion,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,PATÍA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.0175636049267,2.1327753",-77.0175636049267,2.1327753
18846,3022975_2,1,0.0,Popayán,mujer,18.0,15_20,3,340000.0,0_1,soltero,superior_tecnico,si,si,1,Cauca,19532.0,13/04/2019 0:00,23/04/2019 0:00,10.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PATÍA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.0175636049267,2.1327753",-77.0175636049267,2.1327753
18847,3022975_3,1,0.0,Popayán,mujer,19.0,15_20,3,230000.0,0_1,soltero,superior_tecnico,si,si,1,Cauca,19532.0,13/04/2019 0:00,23/04/2019 0:00,10.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PATÍA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.0175636049267,2.1327753",-77.0175636049267,2.1327753
18848,3022975_4,1,0.0,Popayán,mujer,20.0,20_25,3,180000.0,0_1,soltero,superior_tecnico,si,si,1,Cauca,19532.0,13/04/2019 0:00,23/04/2019 0:00,10.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PATÍA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.0175636049267,2.1327753",-77.0175636049267,2.1327753
18849,3022975_5,1,0.0,Popayán,mujer,19.0,15_20,3,200000.0,0_1,soltero,superior_tecnico,si,si,1,Cauca,19532.0,13/04/2019 0:00,23/04/2019 0:00,10.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PATÍA,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.0175636049267,2.1327753",-77.0175636049267,2.1327753
18865,3022996_1,1,0.0,Cúcuta,mujer,40.0,40_45,4,800000.0,0_1,soltero,primaria,si,si,1,Norte de Santander,54720.0,15/04/2019 0:00,21/04/2019 0:00,6.0,visita,,publico,200000.0,,no,,no,,no,no,,no,,,,,,,,,,SARDINATA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.788915,8.1348124",-72.788915,8.1348124
18871,3023002_1,8,0.8229094499969293,Medellín,familia,18.0,15_20,1,1340000.0,1_2,familia,superior_tecnico,si,si,1,Antioquia,5837.0,18/05/2019 0:00,21/05/2019 0:00,3.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,TURBO,"-75.573553,6.2443382",-75.573553,6.2443382,"-76.728545,8.0950848",-76.728545,8.0950848
18879,3023010_1,1,0.0,Medellín,hombre,27.0,25_30,1,1600000.0,1_2,soltero,superior_bachiller,si,si,1,Risaralda,66001.0,24/05/2019 0:00,27/05/2019 0:00,3.0,visita,,otro,70000.0,,no,,no,,no,no,,no,,,,,,,,,,PEREIRA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.6946451,4.8142912",-75.6946451,4.8142912
18903,3023033_1,4,0.3994028449854167,Barranquilla,familia,24.0,20_25,2,2100000.0,2_3,familia,superior_univerisitario,si,si,1,Bolívar,13001.0,4/05/2019 0:00,5/05/2019 0:00,1.0,visita,,particular,600000.0,,no,,no,,si,no,,no,,,,,,,,,,CARTAGENA DE INDIAS,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-75.4892945563004,10.4131792",-75.4892945563004,10.4131792
18926,3023058_1,6,0.4945958964441177,Barranquilla,familia,46.0,45_50,1,4500000.0,5_,familia,superior_bachiller,si,si,4,Cesar,20001.0,20/05/2019 0:00,24/05/2019 0:00,4.0,negocios,,publico,350000.0,,si,120000.0,no,,si,no,,no,,,,,,,,,,VALLEDUPAR,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145
18977,3023109_1,4,0.4590574268524942,Bogotá,familia,38.0,35_40,2,3500000.0,3_5,familia,media_bachiller,si,si,1,Meta,50313.0,4/05/2019 0:00,5/05/2019 0:00,1.0,vacaciones,,publico,500000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,GRANADA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.7051174,3.548259",-73.7051174,3.548259
19007,3023139_1,1,0.0,Bogotá,mujer,63.0,60_65,3,2000000.0,2_3,viudo,media_bachiller,si,si,1,Cundinamarca,25743.0,18/05/2019 0:00,20/05/2019 0:00,2.0,visita,,particular,50000.0,,no,,no,,no,no,,no,,,,,,,,,,SILVANIA,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.3686920519907,4.43196765",-74.3686920519907,4.43196765
19016,3023148_1,1,0.0,Cartagena,hombre,82.0,80_,1,800000.0,0_1,pareja_mayor_2,primaria,si,si,1,Bolívar,13244.0,29/05/2019 0:00,31/05/2019 0:00,2.0,visita,,publico,190000.0,,no,,no,,si,no,,no,,,,,,,,,,EL CARMEN DE BOLÍVAR,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.1238318,9.7178623",-75.1238318,9.7178623
19026,3023158_1,5,0.6756156129460423,Cartagena,familia,22.0,20_25,2,1800000.0,2_3,familia,superior_bachiller,si,si,1,"Bogotá, D.C.",11001.0,29/03/2019 0:00,10/05/2019 0:00,42.0,otros,,aereo,400000.0,,no,,si,50000.0,si,si,200000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-1.0006184,37.6267868",-1.0006184,37.6267868,",",,
19041,3023173_1,4,0.3244964187009909,Cartagena,familia,40.0,40_45,2,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Magdalena,47001.0,17/05/2019 0:00,19/05/2019 0:00,2.0,vacaciones,,publico,1000000.0,,si,60000.0,no,,si,no,,no,,,,,,,,,,SANTA MARTA,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
19051,3023183_1,1,0.0,Tunja,hombre,25.0,25_30,2,1200000.0,1_2,soltero,secundaria,si,si,3,"Bogotá, D.C.",11001.0,28/05/2019 0:00,29/05/2019 0:00,1.0,compras,,particular,150000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
19076,3023208_1,4,0.3883538724538847,Tunja,familia,24.0,20_25,3,1500000.0,1_2,familia,superior_posgrado,si,si,2,Boyacá,15537.0,18/05/2019 0:00,19/05/2019 0:00,1.0,visita,,particular,150000.0,,no,,no,,si,no,,no,,,,,,,,,,PAZ DE RÍO,"-73.361362,5.5323632",-73.361362,5.5323632,"-72.7484759,5.9873378",-72.7484759,5.9873378
19080,3023211_1,2,0.7714285714285715,Tunja,familia,17.0,15_20,3,900000.0,1_2,familia,superior_posgrado,si,si,2,Boyacá,15232.0,24/05/2019 0:00,26/05/2019 0:00,2.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,CHÍQUIZA,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.4423419889523,5.6361306",-73.4423419889523,5.6361306
19084,3023215_1,3,0.7079097880315753,Tunja,familia,36.0,35_40,1,1800000.0,2_3,familia,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,15/05/2019 0:00,22/05/2019 0:00,7.0,salud,,publico,600000.0,,no,,si,150000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
19087,3023218_1,3,0.5474950237187513,Tunja,familia,24.0,20_25,2,1200000.0,1_2,familia,superior_tecnico,si,si,1,Boyacá,15469.0,23/05/2019 0:00,25/05/2019 0:00,2.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,MONIQUIRÁ,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.5440979007064,5.86870335",-73.5440979007064,5.86870335
19091,3023222_1,2,0.030303030303030307,Manizales,familia,49.0,45_50,4,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Caldas,17524.0,4/05/2019 0:00,5/05/2019 0:00,1.0,vacaciones,,particular,200000.0,,no_responde,,no,,si,no,,no,,,,,,,,,,PALESTINA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6748902281718,5.0652614",-75.6748902281718,5.0652614
19096,3023227_1,2,0.0,Manizales,familia,27.0,25_30,4,1600000.0,1_2,familia,media_bachiller,si,si,2,Quindio,63690.0,22/05/2019 0:00,31/05/2019 0:00,9.0,vacaciones,,particular,700000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,SALENTO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.569799,4.6373012",-75.569799,4.6373012
19099,3023230_1,1,0.0,Manizales,mujer,76.0,75_80,4,1000000.0,1_2,separado,superior_bachiller,si,si,1,"Bogotá, D.C.",11001.0,23/04/2019 0:00,13/05/2019 0:00,20.0,visita,,aereo,,,no,,no,,no,no_responde,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.5173198,5.0681104",-75.5173198,5.0681104,",",,
19110,3023241_1,4,0.4596066725411293,Manizales,familia,39.0,35_40,2,1000000.0,1_2,familia,media_bachiller,si,si,2,Risaralda,66001.0,11/05/2019 0:00,12/05/2019 0:00,1.0,visita,,particular,100000.0,,no,,no,,si,no,,no,,,,,,,,,,PEREIRA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6946451,4.8142912",-75.6946451,4.8142912
19123,3023254_1,4,0.4961666184171418,Manizales,familia,38.0,35_40,3,5000000.0,5_,familia,superior_univerisitario,si,si,2,Caldas,17444.0,22/05/2019 0:00,25/05/2019 0:00,3.0,visita,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,MARQUETALIA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.0449517011284,5.30184445",-75.0449517011284,5.30184445
