,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
12956,3015801_1,2,0.2035398230088496,Villavicencio,familia,56.0,55_60,3,4300000.0,5_,familia,superior_bachiller,si,si,1,"Bogotá, D.C.",11001.0,27/03/2019 0:00,28/03/2019 0:00,1.0,visita,,publico,300000.0,,no,,si,28000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
12962,3015807_1,5,0.6318345269229539,Villavicencio,familia,31.0,30_35,2,1340000.0,1_2,familia,media_bachiller,si,si,1,"Bogotá, D.C.",11001.0,27/03/2019 0:00,28/03/2019 0:00,1.0,salud,,publico,100000.0,,no,,si,20000.0,si,no,,si,no,si,Salud,11.0,11001.0,Terrestre publico,100000.0,20000.0,28000.0,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
12963,3015808_1,4,0.5215361924162121,Villavicencio,familia,25.0,25_30,2,1320000.0,1_2,familia,superior_tecnico,si,si,1,Guaviare,95015.0,8/03/2019 0:00,12/03/2019 0:00,4.0,vacaciones,,particular,600000.0,,no,,no,,si,no,,no,,,,,,,,,,CALAMAR,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-72.6544681,1.9601826",-72.6544681,1.9601826
12971,3015816_1,3,0.03928371006591931,Villavicencio,familia,37.0,35_40,3,2640000.0,3_5,familia,media_bachiller,si,si,2,"Bogotá, D.C.",11001.0,22/03/2019 0:00,24/03/2019 0:00,2.0,visita,,particular,130000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
12982,3015827_1,4,0.6522331976502692,Pasto,familia,19.0,15_20,2,1500000.0,1_2,familia,superior_univerisitario,si,si,2,Nariño,52356.0,15/03/2019 0:00,17/03/2019 0:00,2.0,vacaciones,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,IPIALES,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.3611063718615,0.6328242",-77.3611063718615,0.6328242
12989,3015834_1,3,0.4520041613590717,Armenia,familia,46.0,45_50,3,1600000.0,1_2,familia,superior_tecnico,si,si,1,Valle del Cauca,76895.0,22/03/2019 0:00,23/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,ZARZAL,"44.6736646,40.7696272",44.6736646,40.7696272,"-76.0568885033836,4.3669411",-76.0568885033836,4.3669411
13013,3015861_1,10,0.6413775395811129,Medellín,familia,28.0,25_30,2,0.0,no_reporta,familia,superior_posgrado,si,si,1,Antioquia,5212.0,9/03/2019 0:00,10/03/2019 0:00,1.0,vacaciones,,publico,85000.0,,si,55000.0,no,,si,no,,no,,,,,,,,,,COPACABANA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4978699738914,6.3600462",-75.4978699738914,6.3600462
13049,3015896_1,2,0.054545454545454536,Medellín,familia,27.0,25_30,2,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Santander,68001.0,3/03/2019 0:00,7/03/2019 0:00,4.0,vacaciones,,publico,1000000.0,,no,,si,100000.0,si,no,,no,,,,,,,,,,BUCARAMANGA,"-75.573553,6.2443382",-75.573553,6.2443382,"-73.1172869,7.1114611",-73.1172869,7.1114611
13059,3015906_1,1,0.0,Bogotá,hombre,38.0,35_40,3,3000000.0,3_5,separado,superior_univerisitario,si,si,4,Boyacá,15176.0,30/03/2019 0:00,31/03/2019 0:00,1.0,vacaciones,,particular,800000.0,,si,300000.0,no,,si,no,,si,no,si,Vacaciones,25.0,25245.0,Otro,,,30000.0,CHIQUINQUIRÁ,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.7737122500415,5.62955415",-73.7737122500415,5.62955415
13060,3015907_1,2,0.8787878787878788,Bogotá,familia,16.0,15_20,3,1500000.0,1_2,familia,media_bachiller,si,si,1,Tolima,73449.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,500000.0,,si,80000.0,no,,si,no,,no,,,,,,,,,,MELGAR,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.645158,4.2040453",-74.645158,4.2040453
13062,3015909_1,5,0.7353466487837903,Bogotá,familia,29.0,25_30,3,2500000.0,3_5,familia,superior_univerisitario,si,si,1,Santander,68001.0,28/03/2019 0:00,30/03/2019 0:00,2.0,visita,,publico,180000.0,,no,,no,,si,no,,no,,,,,,,,,,BUCARAMANGA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.1172869,7.1114611",-73.1172869,7.1114611
13070,3015917_1,3,0.5961282432462912,Bogotá,familia,33.0,30_35,3,3000000.0,3_5,familia,superior_tecnico,si,si,2,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001.0,29/03/2019 0:00,31/03/2019 0:00,2.0,negocios,,aereo,,,no_responde,,no,,no_responde,no_responde,,si,no,si,Vacaciones,73.0,73449.0,Terrestre particular,100000.0,,100000.0,SAN ANDRÉS,"-74.0760439,4.59808",-74.0760439,4.59808,",",,
13077,3015925_1,2,0.15789473684210525,Bogotá,familia,19.0,15_20,4,2000000.0,2_3,familia,superior_bachiller,si,si,1,Santander,68077.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,publico,300000.0,,no,,no,,si,no,,no,,,,,,,,,,BARBOSA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.6124368,5.9326035",-73.6124368,5.9326035
13078,3015926_1,1,0.0,Bogotá,hombre,61.0,60_65,4,3500000.0,3_5,separado,superior_posgrado,si,si,1,Cundinamarca,25307.0,1/03/2019 0:00,5/03/2019 0:00,4.0,salud,,particular,400000.0,,no,,no,,si,no,,no,,,,,,,,,,GIRARDOT,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.8015665,4.306643",-74.8015665,4.306643
13083,3015931_1,2,0.04615384615384616,Bogotá,familia,32.0,30_35,5,12000000.0,5_,familia,superior_posgrado,si,si,1,Magdalena,47001.0,9/03/2019 0:00,11/03/2019 0:00,2.0,vacaciones,,aereo,1200000.0,,si,400000.0,si,50000.0,no,si,200000.0,no,,,,,,,,,,SANTA MARTA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
13086,3015934_1,3,0.6763630080914802,Bogotá,familia,34.0,30_35,5,15000000.0,5_,familia,superior_posgrado,si,si,1,Cundinamarca,25612.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,600000.0,,no,,no,,si,no,,no,,,,,,,,,,RICAURTE,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.7718165,4.2777357",-74.7718165,4.2777357
13096,3015944_1,7,0.6342417276772652,Bogotá,familia,20.0,20_25,2,2100000.0,2_3,familia,media_bachiller,si,si,1,Boyacá,15299.0,16/03/2019 0:00,17/03/2019 0:00,1.0,vacaciones,,publico,350000.0,,no,,no,,si,no,,no,,,,,,,,,,GARAGOA,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.3160243820969,5.08754645",-73.3160243820969,5.08754645
13116,3015964_1,2,0.043478260869565216,Neiva,familia,23.0,20_25,2,1000000.0,1_2,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,27/02/2019 0:00,4/03/2019 0:00,5.0,negocios,,publico,700000.0,,no,,si,350000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,",",,
13126,3015974_1,1,0.0,Santa Marta,hombre,56.0,55_60,4,0.0,no_reporta,separado,superior_univerisitario,si,si,2,Santander,68081.0,23/03/2019 0:00,27/03/2019 0:00,4.0,negocios,,publico,500000.0,,si,285000.0,si,15000.0,si,no,,no,,,,,,,,,,BARRANCABERMEJA,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-73.75919805297,7.02691215",-73.75919805297,7.02691215
13133,3015981_1,3,0.3338981880753473,Santa Marta,familia,51.0,50_55,3,1800000.0,2_3,familia,media_bachiller,si,si,1,Valle del Cauca,76001.0,5/03/2019 0:00,10/03/2019 0:00,5.0,visita,,aereo,800000.0,,no,,si,100000.0,si,si,300000.0,no,,,,,,,,,,CALI,"-88.6118965,17.0920157",-88.6118965,17.0920157,"-76.5324943,3.4517923",-76.5324943,3.4517923
13138,3015986_1,2,0.5263157894736842,Armenia,familia,38.0,35_40,2,1200000.0,1_2,familia,superior_bachiller,si,si,1,Risaralda,66001.0,21/03/2019 0:00,24/03/2019 0:00,3.0,visita,,particular,120000.0,,no,,no_responde,,no_responde,no,,si,no,si,Vacaciones,63.0,63190.0,Terrestre particular,,,,PEREIRA,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.6946451,4.8142912",-75.6946451,4.8142912
13140,3015988_1,1,0.0,Armenia,mujer,31.0,30_35,3,1200000.0,1_2,separado,superior_tecnico,si,si,1,Valle del Cauca,76606.0,28/03/2019 0:00,30/03/2019 0:00,2.0,vacaciones,,particular,80000.0,,no,,no,,si,no,,si,no,si,Vacaciones,63.0,63001.0,Terrestre particular,,,,RESTREPO,"44.6736646,40.7696272",44.6736646,40.7696272,"-76.5222535,3.822009",-76.5222535,3.822009
13149,3015997_1,2,0.2459016393442623,Bucaramanga,familia,61.0,60_65,4,0.0,no_reporta,familia,superior_univerisitario,si,si,1,Norte de Santander,54001.0,15/03/2019 0:00,20/03/2019 0:00,5.0,visita,,particular,110000.0,,no,,no,,si,no,,no,,,,,,,,,,CÚCUTA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-72.5080387,7.8971458",-72.5080387,7.8971458
13155,3016003_1,3,0.3662486885810001,Bucaramanga,familia,61.0,60_65,4,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Santander,68132.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,publico,100000.0,,no,,no,,si,no,,si,no,si,Relegion,54.0,54498.0,Terrestre particular,80000.0,,80000.0,CALIFORNIA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-76.4732713,2.9067539",-76.4732713,2.9067539
13159,3016009_1,2,0.32608695652173914,Bucaramanga,familia,46.0,45_50,4,2800000.0,3_5,familia,superior_univerisitario,si,si,2,Santander,68432.0,21/03/2019 0:00,24/03/2019 0:00,3.0,visita,,particular,,,no,,no_responde,,no_responde,no,,no,,,,,,,,,,MÁLAGA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-72.7324563,6.699661",-72.7324563,6.699661
13169,3016023_1,4,0.8281489555756836,Ibagué,familia,10.0,10_15,2,0.0,no_reporta,familia,media_bachiller,si,si,1,Santander,68001.0,20/03/2019 0:00,26/03/2019 0:00,6.0,visita,,publico,760000.0,,no,,si,100000.0,si,no,,no,,,,,,,,,,BUCARAMANGA,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-73.1172869,7.1114611",-73.1172869,7.1114611
13177,3016031_1,1,0.0,Ibagué,mujer,78.0,75_80,1,0.0,no_reporta,soltero,superior_univerisitario,si,si,1,Tolima,73675.0,15/03/2019 0:00,17/03/2019 0:00,2.0,visita,,particular,420000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,SAN ANTONIO,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.4780947,3.914082",-75.4780947,3.914082
13193,3016046_1,3,0.6376130282534265,Cali,familia,23.0,20_25,3,1300000.0,1_2,familia,superior_tecnico,si,si,1,Valle del Cauca,76001.0,11/03/2019 0:00,13/03/2019 0:00,2.0,vacaciones,,particular,150000.0,,no,,no,,si,no,,no,,,,,,,,,,CALI,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.5324943,3.4517923",-76.5324943,3.4517923
13197,3016050_1,3,0.568731922789639,Cali,familia,28.0,25_30,3,2800000.0,3_5,familia,superior_bachiller,si,si,1,Risaralda,66682.0,16/03/2019 0:00,18/03/2019 0:00,2.0,visita,,particular,,,no,,no,,no,si,98.0,si,no,si,Vacaciones,76.0,76400.0,Terrestre particular,40000.0,4000.0,7000.0,SANTA ROSA DE CABAL,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-75.6203626,4.8653719",-75.6203626,4.8653719
13202,3016055_1,3,0.5698153687110274,Cali,familia,32.0,30_35,4,1700000.0,2_3,familia,media_bachiller,si,si,1,Valle del Cauca,76233.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,publico,70000.0,,no,,no,,si,no,,no,,,,,,,,,,DAGUA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.7228927151123,3.65186675",-76.7228927151123,3.65186675
13221,3016071_1,1,0.0,Tunja,mujer,19.0,15_20,3,500000.0,0_1,soltero,superior_bachiller,si,si,1,Boyacá,15759.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,SOGAMOSO,"-73.361362,5.5323632",-73.361362,5.5323632,"-72.9279328,5.7148307",-72.9279328,5.7148307
13222,3016071_2,1,0.0,Tunja,hombre,25.0,25_30,3,820000.0,0_1,soltero,superior_tecnico,si,si,1,"Bogotá, D.C.",11001.0,17/03/2019 0:00,19/03/2019 0:00,2.0,vacaciones,,particular,240000.0,,no,,no,,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
13225,3016074_1,1,0.0,Tunja,hombre,21.0,20_25,3,600000.0,0_1,soltero,superior_tecnico,si,si,1,Casanare,85001.0,22/03/2019 0:00,25/03/2019 0:00,3.0,educacion,,publico,220000.0,,no,,no,,si,no,,si,no,si,Parientes o amigos,15.0,15238.0,Terrestre publico,15000.0,,20000.0,YOPAL,"-73.361362,5.5323632",-73.361362,5.5323632,"-72.3936931,5.3356662",-72.3936931,5.3356662
13237,3016087_1,1,0.0,Manizales,mujer,28.0,25_30,6,500000.0,0_1,soltero,superior_bachiller,si,si,1,Caldas,17614.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,RIOSUCIO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.7710303485185,5.4495362",-75.7710303485185,5.4495362
13238,3016088_1,3,0.5455233630945997,Manizales,familia,41.0,40_45,6,2500000.0,3_5,familia,superior_univerisitario,si,si,2,Valle del Cauca,76001.0,29/03/2019 0:00,31/03/2019 0:00,2.0,visita,,publico,500000.0,,no,,no,,si,no,,no,,,,,,,,,,CALI,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-76.5324943,3.4517923",-76.5324943,3.4517923
13239,3016089_1,5,0.6549999567256913,Manizales,familia,17.0,15_20,6,5000000.0,5_,familia,superior_univerisitario,si,si,1,Caldas,17524.0,23/03/2019 0:00,24/03/2019 0:00,1.0,vacaciones,,particular,312000.0,,si,150000.0,no,,si,no,,no,,,,,,,,,,PALESTINA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6748902281718,5.0652614",-75.6748902281718,5.0652614
13241,3016091_1,1,0.0,Manizales,mujer,65.0,65_70,6,2800000.0,3_5,soltero,superior_univerisitario,si,si,1,Caldas,17380.0,22/03/2019 0:00,31/03/2019 0:00,9.0,visita,,publico,400000.0,,no,,si,50000.0,si,no,,no,,,,,,,,,,LA DORADA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-74.6787234886909,5.53219675",-74.6787234886909,5.53219675
13242,3016092_1,2,0.05617977528089888,Manizales,familia,44.0,40_45,6,3000000.0,3_5,familia,superior_univerisitario,si,si,1,Risaralda,66001.0,30/03/2019 0:00,31/03/2019 0:00,1.0,visita,,particular,300000.0,,no,,no,,si,no,,no,,,,,,,,,,PEREIRA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6946451,4.8142912",-75.6946451,4.8142912
13260,3016110_1,1,0.0,Florencia,mujer,38.0,35_40,3,4000000.0,3_5,soltero,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,4/03/2019 0:00,11/03/2019 0:00,7.0,negocios,,publico,650000.0,,no_responde,,no_responde,,no_responde,no,,si,no,si,Negocios,18.0,18205.0,Terrestre particular,,,,"BOGOTÁ, D.C.","11.2555757,43.7698712",11.2555757,43.7698712,",",,
13303,3016187_1,4,0.60006119782999,Barranquilla,familia,33.0,30_35,1,1000000.0,1_2,familia,media_bachiller,si,si,1,Magdalena,47001.0,2/03/2019 0:00,5/03/2019 0:00,3.0,religion,,publico,400000.0,,no_responde,,no,,no_responde,no,,no,,,,,,,,,,SANTA MARTA,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
13315,3016200_1,4,0.4946170301867582,Barranquilla,familia,32.0,30_35,1,700000.0,0_1,familia,primaria,si,si,1,Magdalena,47318.0,15/03/2019 0:00,16/03/2019 0:00,1.0,religion,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,GUAMAL,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-74.2261281,9.1445344",-74.2261281,9.1445344
13338,3016226_1,2,0.37777777777777777,Barranquilla,familia,45.0,45_50,4,2000000.0,2_3,familia,superior_univerisitario,si,si,1,Atlántico,8372.0,2/03/2019 0:00,5/03/2019 0:00,3.0,vacaciones,,particular,250000.0,,no,,no,,si,no,,no,,,,,,,,,,JUAN DE ACOSTA,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-75.0347039,10.8291974",-75.0347039,10.8291974
13340,3016228_1,2,0.03125,Barranquilla,familia,64.0,60_65,4,4000000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,25/03/2019 0:00,30/03/2019 0:00,5.0,negocios,,aereo,1000000.0,,si,400000.0,si,100000.0,si,si,400000.0,no,,,,,,,,,,MEDELLÍN,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-75.573553,6.2443382",-75.573553,6.2443382
13343,3016235_1,5,0.3420270563692728,Barranquilla,familia,48.0,45_50,2,1400000.0,1_2,familia,superior_bachiller,si,si,1,La Guajira,44001.0,6/03/2019 0:00,10/03/2019 0:00,4.0,negocios,,publico,,,si,98.0,no,,no,no,,no,,,,,,,,,,RIOHACHA,"-74.8013085,10.9799669",-74.8013085,10.9799669,"-72.9069784,11.544634",-72.9069784,11.544634
13346,3016243_1,1,0.0,Bogotá,hombre,39.0,35_40,2,1600000.0,1_2,soltero,media_bachiller,si,si,2,Meta,50001.0,29/03/2019 0:00,31/03/2019 0:00,2.0,negocios,,particular,250000.0,,si,200000.0,no,,si,no,,no,,,,,,,,,,VILLAVICENCIO,"-74.0760439,4.59808",-74.0760439,4.59808,"-73.6206667,4.1315113",-73.6206667,4.1315113
13347,3016255_1,7,0.7309217299700876,Bogotá,familia,15.0,15_20,3,2500000.0,3_5,familia,media_bachiller,si,si,1,Tolima,73449.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,1000000.0,,si,400000.0,no,,si,no,,no,,,,,,,,,,MELGAR,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.645158,4.2040453",-74.645158,4.2040453
13351,3016272_1,1,0.0,Bogotá,hombre,54.0,50_55,5,0.0,no_reporta,soltero,superior_univerisitario,si,si,4,Cundinamarca,25175.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,,,no_responde,,no_responde,,no_responde,no_responde,,no,,,,,,,,,,CHÍA,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.0599286,4.8612976",-74.0599286,4.8612976
13359,3016289_1,5,0.5139681559261453,Cartagena,familia,24.0,20_25,3,3600000.0,3_5,familia,superior_univerisitario,si,si,1,"Bogotá, D.C.",11001.0,20/03/2019 0:00,22/03/2019 0:00,2.0,negocios,,aereo,1000000.0,,si,240000.0,si,50000.0,no,si,600000.0,si,no,si,Negocios,70.0,70001.0,Terrestre particular,,,,"BOGOTÁ, D.C.","-1.0006184,37.6267868",-1.0006184,37.6267868,",",,
13362,3016293_1,3,0.5466666229682973,Cartagena,familia,25.0,25_30,2,1800000.0,2_3,familia,superior_tecnico,si,si,1,Bolívar,13468.0,20/03/2019 0:00,28/03/2019 0:00,8.0,negocios,,particular,1000000.0,,si,350000.0,no,,si,no,,no,,,,,,,,,,MOMPÓS,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-74.565806515727,9.1459356",-74.565806515727,9.1459356
13363,3016294_1,2,0.4929577464788733,Cartagena,familia,35.0,35_40,2,1000000.0,1_2,familia,superior_tecnico,si,si,3,Atlántico,8001.0,18/03/2019 0:00,27/03/2019 0:00,9.0,visita,,publico,300000.0,,no,,si,30000.0,si,no,,no,,,,,,,,,,BARRANQUILLA,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-74.8013085,10.9799669",-74.8013085,10.9799669
13388,3016335_1,4,0.7403762259856513,Tunja,familia,11.0,10_15,3,600000.0,0_1,familia,media_bachiller,si,si,1,Boyacá,15276.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,publico,100000.0,,no,,no,,no,no,,no,,,,,,,,,,FLORESTA,"-73.361362,5.5323632",-73.361362,5.5323632,"-72.9185225160712,5.85878695",-72.9185225160712,5.85878695
13391,3016338_1,1,0.0,Tunja,hombre,20.0,20_25,3,1000000.0,1_2,soltero,superior_bachiller,si,si,1,Meta,50689.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN MARTÍN,"-73.361362,5.5323632",-73.361362,5.5323632,"-73.689108,3.6884668",-73.689108,3.6884668
13399,3016344_1,2,0.05555555555555555,Manizales,familia,54.0,50_55,4,4000000.0,3_5,familia,media_bachiller,si,si,1,Quindio,63470.0,21/03/2019 0:00,25/03/2019 0:00,4.0,vacaciones,,particular,2000000.0,,si,600000.0,no,,si,no,,no,,,,,,,,,,MONTENEGRO,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.7507081,4.5664176",-75.7507081,4.5664176
13410,3016363_1,5,0.5765551561512953,Manizales,familia,38.0,35_40,3,5000000.0,5_,familia,superior_posgrado,si,si,1,Caldas,17777.0,14/03/2019 0:00,15/03/2019 0:00,1.0,negocios,,particular,250000.0,,si,60000.0,no,,si,no,,no,,,,,,,,,,SUPÍA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.6679046,5.4541582",-75.6679046,5.4541582
13424,3016394_1,1,0.0,Florencia,mujer,19.0,15_20,2,280000.0,0_1,soltero,superior_bachiller,si,si,1,"Bogotá, D.C.",11001.0,1/03/2019 0:00,29/03/2019 0:00,28.0,visita,,publico,140000.0,,no,,si,10000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","11.2555757,43.7698712",11.2555757,43.7698712,",",,
13433,3016411_5,1,0.0,Popayán,mujer,30.0,30_35,4,3000000.0,3_5,soltero,superior_posgrado,si,si,1,Nariño,52001.0,12/03/2019 0:00,16/03/2019 0:00,4.0,negocios,,publico,400000.0,,si,350000.0,no,,si,no,,no,,,,,,,,,,PASTO,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.2782516,1.2146286",-77.2782516,1.2146286
13441,3016428_1,3,0.025111794542106988,Popayán,familia,50.0,50_55,5,20000000.0,5_,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,12/03/2019 0:00,16/03/2019 0:00,4.0,negocios,,aereo,2000000.0,,no,,si,150000.0,si,si,1200000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-76.6062744,2.4420181",-76.6062744,2.4420181,",",,
13443,3016432_1,2,0.1020408163265306,Popayán,familia,24.0,20_25,4,700000.0,0_1,familia,superior_tecnico,si,si,1,Nariño,52001.0,8/03/2019 0:00,29/03/2019 0:00,21.0,visita,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,PASTO,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-77.2782516,1.2146286",-77.2782516,1.2146286
13450,3016443_1,3,0.3549985134468374,Popayán,familia,46.0,45_50,5,0.0,no_reporta,familia,superior_tecnico,si,si,1,Valle del Cauca,76001.0,22/03/2019 0:00,24/03/2019 0:00,2.0,visita,,publico,,,no,,no,,si,no,,no,,,,,,,,,,CALI,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-76.5324943,3.4517923",-76.5324943,3.4517923
13459,3016459_1,5,0.6390092461503458,Valledupar,familia,25.0,25_30,2,550000.0,0_1,familia,superior_univerisitario,si,si,1,Atlántico,8001.0,15/03/2019 0:00,21/03/2019 0:00,6.0,visita,,publico,150000.0,,no,,si,36000.0,no,no,,si,no,si,Vacaciones,20.0,20443.0,Terrestre publico,24000.0,,30000.0,BARRANQUILLA,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-74.8013085,10.9799669",-74.8013085,10.9799669
13483,3016483_1,6,0.8882648678804137,Valledupar,familia,15.0,15_20,1,1000000.0,1_2,familia,media_bachiller,si,si,1,Cesar,20400.0,9/03/2019 0:00,11/03/2019 0:00,2.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,LA JAGUA DE IBIRICO,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-73.3328147,9.5613975",-73.3328147,9.5613975
13494,3016493_1,5,0.5443310539518174,Valledupar,familia,39.0,35_40,2,1200000.0,1_2,familia,superior_tecnico,si,si,1,Atlántico,8001.0,1/03/2019 0:00,7/03/2019 0:00,6.0,vacaciones,,publico,200000.0,,no,,no,,no,no,,no,,,,,,,,,,BARRANQUILLA,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-74.8013085,10.9799669",-74.8013085,10.9799669
13510,3016507_1,3,0.6634659931609811,Valledupar,familia,15.0,15_20,2,4000000.0,3_5,familia,superior_posgrado,si,si,1,Santander,68001.0,5/03/2019 0:00,9/03/2019 0:00,4.0,negocios,,publico,1300000.0,,si,700000.0,si,250000.0,si,no,,no,,,,,,,,,,BUCARAMANGA,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-73.1172869,7.1114611",-73.1172869,7.1114611
13518,3016515_1,3,0.9819304088496758,Monteria,familia,6.0,0_10,1,1500000.0,1_2,familia,superior_univerisitario,si,si,3,Sucre,70221.0,22/03/2019 0:00,25/03/2019 0:00,3.0,vacaciones,,particular,500000.0,,no,,no,,si,no,,no,,,,,,,,,,COVEÑAS,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
13529,3016527_1,2,0.05732484076433121,Monteria,familia,78.0,75_80,4,3000000.0,3_5,familia,media_bachiller,si,si,1,Córdoba,23162.0,29/03/2019 0:00,30/03/2019 0:00,1.0,vacaciones,,particular,80000.0,,no,,no,,si,no,,no,,,,,,,,,,CERETÉ,"-75.887029,8.7558921",-75.887029,8.7558921,"-75.8423945657266,8.8884178",-75.8423945657266,8.8884178
13534,3016537_1,3,0.29943319927428386,Monteria,familia,50.0,50_55,2,1600000.0,1_2,familia,superior_tecnico,si,si,1,Córdoba,23807.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,TIERRALTA,"-75.887029,8.7558921",-75.887029,8.7558921,"-76.2248678226981,7.84705275",-76.2248678226981,7.84705275
